id,uri,primary_name_display,country
1343,http://dx.doi.org/10.13039/100005425,Arts Midwest,""
1344,http://dx.doi.org/10.13039/501100001104,RANZCOG Research Foundation,""
1345,http://dx.doi.org/10.13039/100005424,New Hampshire State Council on the Arts,""
1346,http://dx.doi.org/10.13039/100005411,Americans for Medical Progress,""
1347,http://dx.doi.org/10.13039/501100001136,Australian and New Zealand College of Anaesthetists,""
1348,http://dx.doi.org/10.13039/501100000674,Physiological Society,""
1349,http://dx.doi.org/10.13039/100005414,American Nuclear Society,""
1350,http://dx.doi.org/10.13039/501100001832,Radboud University Nijmegen,""
1351,http://dx.doi.org/10.13039/100004765,Honeywell Hometown Solutions,""
1352,http://dx.doi.org/10.13039/100005445,Division of Grants and Agreements,""
1353,http://dx.doi.org/10.13039/501100001162,Australian Society of Exploration Geophysicists Research Foundation,""
1354,http://dx.doi.org/10.13039/100003212,Sara Elizabeth O'Brien Trust,""
1355,http://dx.doi.org/10.13039/501100001160,Australian Society for Parasitology,""
1356,http://dx.doi.org/10.13039/100003041,JFK Medical Center Foundation,""
1357,http://dx.doi.org/10.13039/501100000034,"Institute of Neurosciences, Mental Health and Addiction",""
1358,http://dx.doi.org/10.13039/501100000035,"Institute of Nutrition, Metabolism and Diabetes",""
1359,http://dx.doi.org/10.13039/100003804,Elizabeth Glaser Pediatric AIDS Foundation,""
1360,http://dx.doi.org/10.13039/501100001101,NSW Department of Education and Training,""
1361,http://dx.doi.org/10.13039/501100001102,Cancer Council NSW,""
1362,http://dx.doi.org/10.13039/501100000662,National Centre for Atmospheric Science,""
1363,http://dx.doi.org/10.13039/100004742,Wells Fargo,""
1364,http://dx.doi.org/10.13039/100004738,UBS,""
1365,http://dx.doi.org/10.13039/501100001127,Association for Canadian Studies in Australia and New Zealand,""
1366,http://dx.doi.org/10.13039/501100000665,Florence Nightingale Foundation,""
1367,http://dx.doi.org/10.13039/501100001833,VU University Amsterdam,""
1368,http://dx.doi.org/10.13039/501100001839,University Grants Committee,""
1369,http://dx.doi.org/10.13039/100004784,SAS Institute Inc.,""
1370,http://dx.doi.org/10.13039/100003214,OctoberWoman Foundation,""
1371,http://dx.doi.org/10.13039/501100001809,National Natural Science Foundation of China,""
1372,http://dx.doi.org/10.13039/501100001808,Commission for Technology and Innovation,""
1373,http://dx.doi.org/10.13039/501100001807,São Paulo Research Foundation,""
1374,http://dx.doi.org/10.13039/501100001806,International Union of Geophysics and Geodesy,""
1375,http://dx.doi.org/10.13039/501100000036,Institute of Population and Public Health,""
1376,http://dx.doi.org/10.13039/501100000037,Institute of Health Services and Policy Research,""
1377,http://dx.doi.org/10.13039/100003802,The Gerontological Society of America,""
1378,http://dx.doi.org/10.13039/501100000030,Institute of Genetics,""
1379,http://dx.doi.org/10.13039/100004737,Tidewater Inc.,""
1380,http://dx.doi.org/10.13039/501100001112,Clinical Oncological Society of Australia,""
1381,http://dx.doi.org/10.13039/501100000650,"Institute of Cancer Research, Royal Cancer Hospital",""
1382,http://dx.doi.org/10.13039/501100000651,Leukaemia and Lymphoma Research,""
1383,http://dx.doi.org/10.13039/100005435,Association of American Medical Colleges,""
1384,http://dx.doi.org/10.13039/100005468,Batten Disease Support and Research Association,""
1385,http://dx.doi.org/10.13039/501100001147,Australian Marine Sciences Association,""
1386,http://dx.doi.org/10.13039/100004785,Sigma-Aldrich Corporation,""
1387,http://dx.doi.org/10.13039/100005469,"FAS Center for Systems Biology, Harvard University",""
1388,http://dx.doi.org/10.13039/501100001801,The University of Western Australia,""
1389,http://dx.doi.org/10.13039/100005443,Division of Acquisition and Cooperative Support,""
1390,http://dx.doi.org/10.13039/501100001800,University of Notre Dame Australia,""
1391,http://dx.doi.org/10.13039/100005442,Budget Division,""
1392,http://dx.doi.org/10.13039/501100000031,"Institute of Human Development, Child and Youth Health",""
1393,http://dx.doi.org/10.13039/501100000033,Institute of Musculoskeletal Health and Arthritis,""
1394,http://dx.doi.org/10.13039/501100000020,Fields Institute for Research in Mathematical Sciences,""
1395,http://dx.doi.org/10.13039/501100000730,Museums Association,""
1396,http://dx.doi.org/10.13039/100004736,The McGraw-Hill Companies,""
1397,http://dx.doi.org/10.13039/100004735,The Guardian Life Insurance Company of America,""
1398,http://dx.doi.org/10.13039/100005437,Association of Physician Assistants in Obstetrics and Gynecology,""
1399,http://dx.doi.org/10.13039/501100001110,National Centre for Vocational Education Research,""
1400,http://dx.doi.org/10.13039/501100001111,Cancer Australia,""
1401,http://dx.doi.org/10.13039/100004710,"Hitachi America, Ltd.",""
1402,http://dx.doi.org/10.13039/100005412,Anaheim Center for New Energy Technologies,""
1403,http://dx.doi.org/10.13039/501100001135,"Australia-Israel Scientific Exchange Foundation, Swinburne University of Technology",""
1404,http://dx.doi.org/10.13039/501100000673,"Paul Mellon Centre for Studies in British Art, Yale University",""
1405,http://dx.doi.org/10.13039/501100001137,Australia Awards,""
1406,http://dx.doi.org/10.13039/100005441,"Office of Budget, Finance and Award Management",""
1407,http://dx.doi.org/10.13039/100004760,Haggen,""
1408,http://dx.doi.org/10.13039/100005440,Center for Scientific Review,""
1409,http://dx.doi.org/10.13039/501100001804,Canada Research Chairs,""
1410,http://dx.doi.org/10.13039/501100000025,Institute of Aboriginal Peoples Health,""
1411,http://dx.doi.org/10.13039/501100000026,Institute of Aging,""
1412,http://dx.doi.org/10.13039/501100000023,Government of Canada,""
1413,http://dx.doi.org/10.13039/501100000024,Canadian Institutes of Health Research,""
1414,http://dx.doi.org/10.13039/501100000647,Kennedy Memorial Trust,""
1415,http://dx.doi.org/10.13039/501100000649,"Lady Margaret Hall, University of Oxford",""
1416,http://dx.doi.org/10.13039/501100001106,New South Wales Workers' Compensation Dust Disease Board,""
1417,http://dx.doi.org/10.13039/100005430,American Society for Microbiology,""
1418,http://dx.doi.org/10.13039/501100001811,"Feinberg Graduate School, Weizmann Institute of Science",""
1419,http://dx.doi.org/10.13039/501100000675,Institution of Engineering and Technology,""
1420,http://dx.doi.org/10.13039/100005413,Andersen Corporate Foundation,""
1421,http://dx.doi.org/10.13039/501100001831,Delft University of Technology,""
1422,http://dx.doi.org/10.13039/501100001128,Association for Tertiary Education Management,""
1423,http://dx.doi.org/10.13039/501100000666,"Nuffield College, University of Oxford",""
1424,http://dx.doi.org/10.13039/501100001803,Charles Darwin University,""
1425,http://dx.doi.org/10.13039/501100001802,University of Canberra,""
1426,http://dx.doi.org/10.13039/501100001175,Centre for Australian National Biodiversity Research,""
1427,http://dx.doi.org/10.13039/100005459,National Society of Professional Engineers,""
1428,http://dx.doi.org/10.13039/501100000019,Crohn's and Colitis Foundation of Canada,""
1429,http://dx.doi.org/10.13039/501100000018,The College of Family Physicians of Canada,""
1430,http://dx.doi.org/10.13039/501100000721,Stationers Foundation,""
1431,http://dx.doi.org/10.13039/501100000016,Canadian Space Agency,""
1432,http://dx.doi.org/10.13039/501100000726,Toshiba of Europe,""
1433,http://dx.doi.org/10.13039/501100001108,The Ophthalmic Research Institute of Australia,""
1434,http://dx.doi.org/10.13039/501100000646,Japan Society for the Promotion of Science London,""
1435,http://dx.doi.org/10.13039/100005431,Association for Library Service to Children,""
1436,http://dx.doi.org/10.13039/501100001107,Pharmacy Guild of Australia,""
1437,http://dx.doi.org/10.13039/501100000645,"Jesus College, University of Oxford",""
1438,http://dx.doi.org/10.13039/501100001834,University of Twente,""
1439,http://dx.doi.org/10.13039/501100001129,Australasian Centre for Italian Studies,""
1440,http://dx.doi.org/10.13039/501100000667,Obstetric Anaesthetists' Association,""
1441,http://dx.doi.org/10.13039/100005410,American-Italian Cancer Foundation,""
1442,http://dx.doi.org/10.13039/501100001835,Maastricht University,""
1443,http://dx.doi.org/10.13039/501100001174,"Centre for Muslim States and Societies, School of Social and Cultural Studies, University of Western Australia",""
1444,http://dx.doi.org/10.13039/100004758,H.B. Fuller,""
1445,http://dx.doi.org/10.13039/100004755,EMD Serono,""
1446,http://dx.doi.org/10.13039/100004756,FedEx Corporation,""
1447,http://dx.doi.org/10.13039/100004753,"Continental Airlines, Inc.",""
1448,http://dx.doi.org/10.13039/501100000727,"Trinity College, University of Cambridge",""
1449,http://dx.doi.org/10.13039/501100000724,Health Foundation,""
1450,http://dx.doi.org/10.13039/501100000725,Times Higher Education,""
1451,http://dx.doi.org/10.13039/100003021,International Association of Fire Fighters Burn Foundation,""
1452,http://dx.doi.org/10.13039/100003020,Institute of Turkish Studies,""
1453,http://dx.doi.org/10.13039/100005432,Association for the Advancement of Baltic Studies,""
1454,http://dx.doi.org/10.13039/100004726,Raytheon Company,""
1455,http://dx.doi.org/10.13039/100004729,Sikorsky Aircraft Corporation,""
1456,http://dx.doi.org/10.13039/100005409,American Welding Society Foundation,""
1457,http://dx.doi.org/10.13039/501100001125,Arts Victoria,""
1458,http://dx.doi.org/10.13039/501100001836,Centre for International Forestry Research,""
1459,http://dx.doi.org/10.13039/501100000669,Overseas Development Institute,""
1460,http://dx.doi.org/10.13039/501100001837,Estonian Science Foundation,""
1461,http://dx.doi.org/10.13039/501100001838,Ministry of Employment and the Economy,""
1462,http://dx.doi.org/10.13039/100004786,Southwest Airlines,""
1463,http://dx.doi.org/10.13039/100005455,Association of Zoo Veterinary Technicians,""
1464,http://dx.doi.org/10.13039/100004754,Devon Energy Corporation,""
1465,http://dx.doi.org/10.13039/100005456,Association of Zoos and Aquariums,""
1466,http://dx.doi.org/10.13039/100003208,Northwest Lions Foundation,""
1467,http://dx.doi.org/10.13039/100005457,Association for Women in Science Educational Foundation,""
1468,http://dx.doi.org/10.13039/100003038,Jewish Community Foundation,""
1469,http://dx.doi.org/10.13039/501100000740,University of St Andrews,""
1470,http://dx.doi.org/10.13039/501100000015,Canadian Cancer Society Research Institute,""
1471,http://dx.doi.org/10.13039/501100000006,Association of Medical Microbiology and Infectious Disease Canada,""
1472,http://dx.doi.org/10.13039/501100000732,UK-India Education and Research Initiative,""
1473,http://dx.doi.org/10.13039/501100000685,"Ramsay Memorial Fellowships Trust, University College London",""
1474,http://dx.doi.org/10.13039/501100001850,"Department of Chemicals and Petrochemicals, Ministry of Chemicals and Fertilizers",""
1475,http://dx.doi.org/10.13039/501100000683,Royal Society of Tropical Medicine and Hygiene,""
1476,http://dx.doi.org/10.13039/501100001117,AW Howard Memorial Trust,""
1477,http://dx.doi.org/10.13039/501100001843,Science and Engineering Research Board,""
1478,http://dx.doi.org/10.13039/100005466,Bat Conservation International,""
1479,http://dx.doi.org/10.13039/501100001145,Australian Historical Association,""
1480,http://dx.doi.org/10.13039/100005467,"Barbara Bates Center for The Study of the History of Nursing, University of Pennsylvania",""
1481,http://dx.doi.org/10.13039/100004788,Staples Inc.,""
1482,http://dx.doi.org/10.13039/100003209,Northwest Osteopathic Medical Foundation,""
1483,http://dx.doi.org/10.13039/100004752,"Consolidated Edison, Inc.",""
1484,http://dx.doi.org/10.13039/100005458,National Society for Histotechnology,""
1485,http://dx.doi.org/10.13039/100003207,"Northern California DX Foundation, Inc.",""
1486,http://dx.doi.org/10.13039/501100000005,Association for Canadian Studies in the United States,""
1487,http://dx.doi.org/10.13039/501100000733,Universities Federation for Animal Welfare,""
1488,http://dx.doi.org/10.13039/501100000738,University of Leicester,""
1489,http://dx.doi.org/10.13039/100003007,Hunter's Dream For A Cure,""
1490,http://dx.doi.org/10.13039/100003853,Daniel Heumann Fund for Spinal Cord Research,""
1491,http://dx.doi.org/10.13039/501100001116,Australian Physiotherapy Association,""
1492,http://dx.doi.org/10.13039/501100001848,Indian Council of Social Science Research,""
1493,http://dx.doi.org/10.13039/501100001849,Defence Research and Development Organisation,""
1494,http://dx.doi.org/10.13039/501100001846,Natural Resources Data Management System,""
1495,http://dx.doi.org/10.13039/501100001143,University of New South Wales at Australian Defence Force Academy,""
1496,http://dx.doi.org/10.13039/501100001142,Australian College of Rural and Remote Medicine,""
1497,http://dx.doi.org/10.13039/501100001141,Australian Coal Association Research Program,""
1498,http://dx.doi.org/10.13039/501100001140,Australian Federation of Graduate Women - ACT,""
1499,http://dx.doi.org/10.13039/501100001171,Cancer Institute NSW,""
1500,http://dx.doi.org/10.13039/100003202,North American Spine Society,""
1501,http://dx.doi.org/10.13039/501100001170,Cancer Council Western Australia,""
1502,http://dx.doi.org/10.13039/100003203,The North Carolina Tobacco Foundation,""
1503,http://dx.doi.org/10.13039/501100001173,Cardiac Society of Australia and New Zealand,""
1504,http://dx.doi.org/10.13039/100006100,Freeman Spogli Institute for International Studies At Stanford University,""
1505,http://dx.doi.org/10.13039/100006101,North Central SARE,""
1506,http://dx.doi.org/10.13039/100006103,Southern SARE,""
1507,http://dx.doi.org/10.13039/100006105,Bone and Joint Initiative USA,""
1508,http://dx.doi.org/10.13039/100004702,Baxter International,""
1509,http://dx.doi.org/10.13039/100001938,American Hotel and Lodging Educational Foundation,""
1510,http://dx.doi.org/10.13039/100001939,American Lung Association-Southeast Region,""
1511,http://dx.doi.org/10.13039/100006154,Lauri Strauss Leukemia Foundation,""
1512,http://dx.doi.org/10.13039/100005497,American Society of Pharmacology and Experimental Therapeutics,""
1513,http://dx.doi.org/10.13039/501100000700,Royal Commission for the Exhibition of 1851,""
1514,http://dx.doi.org/10.13039/501100000079,Certified General Accountants Association of Canada,""
1515,http://dx.doi.org/10.13039/501100000074,Canadian Wildlife Federation,""
1516,http://dx.doi.org/10.13039/501100000077,"Centre for Research on Intermediality, University of Montreal",""
1517,http://dx.doi.org/10.13039/501100000653,"Magdalene College, University of Cambridge",""
1518,http://dx.doi.org/10.13039/100004733,TD Bank,""
1519,http://dx.doi.org/10.13039/501100000648,"King's College Cambridge, University of Cambridge",""
1520,http://dx.doi.org/10.13039/501100001109,The Hermon Slade Foundation,""
1521,http://dx.doi.org/10.13039/501100000644,"Jesus College, University of Cambridge",""
1522,http://dx.doi.org/10.13039/100004703,Bloomberg L.P.,""
1523,http://dx.doi.org/10.13039/100006107,National Council on Disability,""
1524,http://dx.doi.org/10.13039/100004700,Andersen Corporation,""
1525,http://dx.doi.org/10.13039/100001912,West Central Initiative,""
1526,http://dx.doi.org/10.13039/100004701,"Barnes & Noble, Inc.",""
1527,http://dx.doi.org/10.13039/100006153,Ladies Leukemia League,""
1528,http://dx.doi.org/10.13039/100005498,American Musicological Society,""
1529,http://dx.doi.org/10.13039/100006152,Josiah Macy Jr. Foundation,""
1530,http://dx.doi.org/10.13039/100005495,Council on Social Work Education,""
1531,http://dx.doi.org/10.13039/100006151,Office of Basic Energy Sciences,""
1532,http://dx.doi.org/10.13039/501100000071,Canadian Seed Growers' Association,""
1533,http://dx.doi.org/10.13039/100003016,Innovating Worthy Projects Foundation,""
1534,http://dx.doi.org/10.13039/501100000070,Canadian Political Science Association,""
1535,http://dx.doi.org/10.13039/100003015,Initial Teaching Alphabet Foundation,""
1536,http://dx.doi.org/10.13039/501100001810,Research Promotion Foundation,""
1537,http://dx.doi.org/10.13039/501100001105,Norman Wettenhall Foundation,""
1538,http://dx.doi.org/10.13039/100004728,Rock-Tenn Company,""
1539,http://dx.doi.org/10.13039/100005408,American Water Works Association,""
1540,http://dx.doi.org/10.13039/501100001121,"Apple University Development Fund, Apple University Consortium",""
1541,http://dx.doi.org/10.13039/100004706,Frontier Oil Corporation,""
1542,http://dx.doi.org/10.13039/100004707,Hess Corporation,""
1543,http://dx.doi.org/10.13039/100004704,"BMW of North America, LLC",""
1544,http://dx.doi.org/10.13039/100004705,Capital One Financial Corporation,""
1545,http://dx.doi.org/10.13039/100004708,"Hill, Holliday, Connors, Cosmopulos, Inc.",""
1546,http://dx.doi.org/10.13039/100006157,Office of Secretary of Energy,""
1547,http://dx.doi.org/10.13039/100005494,Kappa Omicron Nu Honor Society,""
1548,http://dx.doi.org/10.13039/100006156,Sidney Kimmel Foundation for Cancer Research,""
1549,http://dx.doi.org/10.13039/100005491,John William Miller Fellowship Fund,""
1550,http://dx.doi.org/10.13039/100006155,Pediatric Low Grade Astrocytoma Foundation,""
1551,http://dx.doi.org/10.13039/501100000073,Canadian Society of Petroleum Geologists,""
1552,http://dx.doi.org/10.13039/501100000072,Canadian Association of University Teachers,""
1553,http://dx.doi.org/10.13039/100002799,Intermountain Healthcare,""
1554,http://dx.doi.org/10.13039/100003012,The Impact Fund,""
1555,http://dx.doi.org/10.13039/100002790,de Beaumont Foundation,""
1556,http://dx.doi.org/10.13039/501100000681,Prehistoric Society,""
1557,http://dx.doi.org/10.13039/100004723,Northwest Airlines,""
1558,http://dx.doi.org/10.13039/100005407,American Veterinary Medical Foundation,""
1559,http://dx.doi.org/10.13039/501100000682,Royal College of Obstetricians and Gynaecologists,""
1560,http://dx.doi.org/10.13039/100004709,"Hill-Rom Holdings, Inc.",""
1561,http://dx.doi.org/10.13039/100001906,Washington Research Foundation,""
1562,http://dx.doi.org/10.13039/100001905,Washington Health Foundation,""
1563,http://dx.doi.org/10.13039/100001901,The Vidda Foundation,""
1564,http://dx.doi.org/10.13039/100006121,Office of General Counsel,""
1565,http://dx.doi.org/10.13039/100005492,Stanford University,""
1566,http://dx.doi.org/10.13039/100006150,Office of Policy and International Affairs,""
1567,http://dx.doi.org/10.13039/100001150,Walter & Elise Haas Fund,""
1568,http://dx.doi.org/10.13039/100001156,Hartford Foundation for Public Giving,""
1569,http://dx.doi.org/10.13039/100006159,Office of Technology Development,""
1570,http://dx.doi.org/10.13039/501100000719,"St. John's College, University of Oxford",""
1571,http://dx.doi.org/10.13039/501100000710,"Smuts Memorial Fund, University of Cambridge",""
1572,http://dx.doi.org/10.13039/501100000712,Society for Renaissance Studies,""
1573,http://dx.doi.org/10.13039/501100000711,Society for Experimental Biology,""
1574,http://dx.doi.org/10.13039/501100001198,"Faculty of Science, Monash University",""
1575,http://dx.doi.org/10.13039/100005406,American Veterinary Medical Association,""
1576,http://dx.doi.org/10.13039/100004725,Parametric Technology Corporation,""
1577,http://dx.doi.org/10.13039/100005405,American Surgical Association Foundation,""
1578,http://dx.doi.org/10.13039/501100001120,Anglo-Australian Observatory,""
1579,http://dx.doi.org/10.13039/100004724,Otis,""
1580,http://dx.doi.org/10.13039/100006122,"Office of Health, Safety, and Security",""
1581,http://dx.doi.org/10.13039/100001107,John E. Fetzer Memorial Trust,""
1582,http://dx.doi.org/10.13039/100006129,Office of Fuel Cycle Technologies,""
1583,http://dx.doi.org/10.13039/100006118,Office of Energy Statistics,""
1584,http://dx.doi.org/10.13039/100006117,Office of Weatherization and Intergovernmental Program,""
1585,http://dx.doi.org/10.13039/100001907,Washington Square Health Foundation,""
1586,http://dx.doi.org/10.13039/100001908,Wasie Foundation,""
1587,http://dx.doi.org/10.13039/100006108,National Center for Advancing Translational Sciences,""
1588,http://dx.doi.org/10.13039/100001916,Williams,""
1589,http://dx.doi.org/10.13039/100006104,Western SARE,""
1590,http://dx.doi.org/10.13039/501100000066,Canadian Child Health Clinician Scientist Program,""
1591,http://dx.doi.org/10.13039/501100000065,Bank of Canada,""
1592,http://dx.doi.org/10.13039/501100001196,"Faculty of Education and Social Work, University of Sydney",""
1593,http://dx.doi.org/10.13039/501100000064,"Banting and Best Diabetes Centre, University of Toronto",""
1594,http://dx.doi.org/10.13039/501100001197,"Faculty of Medicine, Dentistry and Health Sciences, University of Western Australia",""
1595,http://dx.doi.org/10.13039/100005404,American Sociological Association,""
1671,http://dx.doi.org/10.13039/100001956,Arkay Foundation,""
1596,http://dx.doi.org/10.13039/501100001852,Indo-French Centre for the Promotion of Advanced Research,""
1597,http://dx.doi.org/10.13039/100005403,American Society of Plant Biologists,""
1598,http://dx.doi.org/10.13039/501100001126,artsACT,""
1599,http://dx.doi.org/10.13039/100006127,Office of Defense Programs,""
1600,http://dx.doi.org/10.13039/100001109,Flinn Foundation,""
1601,http://dx.doi.org/10.13039/100001100,BOOMER ESIASON FOUNDATION,""
1602,http://dx.doi.org/10.13039/100001102,Ethics and Excellence in Journalism Foundation,""
1603,http://dx.doi.org/10.13039/501100000745,"Warburg Institute, School of Advanced Study, University of London",""
1604,http://dx.doi.org/10.13039/100003040,The Jewish Women's Foundation of New York,""
1605,http://dx.doi.org/10.13039/100001698,Israel Cancer Research Fund,""
1606,http://dx.doi.org/10.13039/100001694,International Retinal Research Foundation,""
1607,http://dx.doi.org/10.13039/501100000063,British Columbia Innovation Council,""
1608,http://dx.doi.org/10.13039/501100000069,Canadian Occupational Therapy Foundation,""
1609,http://dx.doi.org/10.13039/501100000068,Canadian Library Association,""
1610,http://dx.doi.org/10.13039/100003838,James H. Hall Eye Center,""
1611,http://dx.doi.org/10.13039/100005402,American Society of Maxillofacial Surgeons,""
1612,http://dx.doi.org/10.13039/100004721,NYSE Euronext,""
1613,http://dx.doi.org/10.13039/100005401,American Society of Human Genetics,""
1614,http://dx.doi.org/10.13039/501100000684,Queen's Nursing Institute Scotland,""
1615,http://dx.doi.org/10.13039/100004720,NCR,""
1616,http://dx.doi.org/10.13039/100006149,"Office of Permitting, Siting & Analysis",""
1617,http://dx.doi.org/10.13039/100001955,Arkansas Humanities Council,""
1618,http://dx.doi.org/10.13039/100006123,Office of Classification,""
1619,http://dx.doi.org/10.13039/100006124,Office of Chief Information Officer,""
1620,http://dx.doi.org/10.13039/100001693,"International Council of Shopping Centers Educational Foundation, Inc.",""
1621,http://dx.doi.org/10.13039/100001695,International Waldenstrom's Macroglobulinemia Foundation,""
1622,http://dx.doi.org/10.13039/501100000761,Imperial College London,""
1623,http://dx.doi.org/10.13039/501100000028,Institute of Circulatory and Respiratory Health,""
1624,http://dx.doi.org/10.13039/501100001195,NSW Environmental Trust,""
1625,http://dx.doi.org/10.13039/501100000061,Bibliothèque et Archives nationales du Québec,""
1626,http://dx.doi.org/10.13039/501100001189,"Department of Commerce, Government of Western Australia",""
1627,http://dx.doi.org/10.13039/100003822,The Greater Greenbrier Valley Community Foundation,""
1628,http://dx.doi.org/10.13039/100002775,Cricket Foundation,""
1629,http://dx.doi.org/10.13039/100005400,American Society of Echocardiography,""
1630,http://dx.doi.org/10.13039/501100001844,National Science and Technology Management Information System,""
1631,http://dx.doi.org/10.13039/501100001842,Department of Higher Education,""
1632,http://dx.doi.org/10.13039/100004718,Lexmark,""
1633,http://dx.doi.org/10.13039/100004717,L.F. Driscoll Co.,""
1634,http://dx.doi.org/10.13039/100006116,Advanced Manufacturing Office,""
1635,http://dx.doi.org/10.13039/100001119,Freddie Mac Foundation,""
1636,http://dx.doi.org/10.13039/100006115,Office of Solar Energy Technologies Program,""
1637,http://dx.doi.org/10.13039/100006119,Office of Safety and Security Program,""
1638,http://dx.doi.org/10.13039/100001111,Foellinger Foundation,""
1639,http://dx.doi.org/10.13039/501100000027,Institute of Cancer Research,""
1640,http://dx.doi.org/10.13039/501100000029,Institute of Gender and Health,""
1641,http://dx.doi.org/10.13039/100003050,Esther B. Kahn Charitable Foundation,""
1642,http://dx.doi.org/10.13039/100003055,Kansas Humanities Council,""
1643,http://dx.doi.org/10.13039/501100001181,Winston Churchill Memorial Trust,""
1644,http://dx.doi.org/10.13039/501100001183,Crawford Fund,""
1645,http://dx.doi.org/10.13039/100002774,Crawford Heritage Foundation,""
1646,http://dx.doi.org/10.13039/501100001184,Cure Cancer Australia Foundation,""
1647,http://dx.doi.org/10.13039/501100000050,Ontario Problem Gambling Research Centre,""
1648,http://dx.doi.org/10.13039/100005419,Archives of the History of American Psychology,""
1649,http://dx.doi.org/10.13039/100004716,KPMG,""
1650,http://dx.doi.org/10.13039/100004715,Kingston Technology,""
1651,http://dx.doi.org/10.13039/100004714,National Grid,""
1652,http://dx.doi.org/10.13039/100005416,Architectural League of New York,""
1653,http://dx.doi.org/10.13039/100001104,Families of Spinal Muscular Atrophy,""
1654,http://dx.doi.org/10.13039/100006113,Office of Under Secretary,""
1655,http://dx.doi.org/10.13039/100006114,Office of Energy Policy,""
1656,http://dx.doi.org/10.13039/100006111,Michelson Prize and Grants,""
1657,http://dx.doi.org/10.13039/100006112,Microsoft Research,""
1658,http://dx.doi.org/10.13039/100003054,Koch Cultural Trust,""
1659,http://dx.doi.org/10.13039/100003024,International Society for Infectious Diseases,""
1660,http://dx.doi.org/10.13039/100003025,Interstitial Cystitis Association,""
1661,http://dx.doi.org/10.13039/501100000021,The Elizabeth Greenshields Foundation,""
1662,http://dx.doi.org/10.13039/501100000049,Ontario Neurotrauma Foundation,""
1663,http://dx.doi.org/10.13039/501100000663,"Newnham College, University of Cambridge",""
1664,http://dx.doi.org/10.13039/100004741,"Volvo Cars of North America, LLC",""
1665,http://dx.doi.org/10.13039/501100000664,Health Technology Assessment programme,""
1666,http://dx.doi.org/10.13039/100004740,"Volkswagen of America, Inc.",""
1667,http://dx.doi.org/10.13039/501100001131,Australasian Sleep Association,""
1668,http://dx.doi.org/10.13039/100005415,American Occupational Therapy Association,""
1669,http://dx.doi.org/10.13039/100005418,Archives and Special Collections on Women in Medicine,""
1670,http://dx.doi.org/10.13039/501100001133,Australasian Society of Clinical and Experimental Pharmacologists and Toxicologists,""
1672,http://dx.doi.org/10.13039/100006136,Office of Fuel Cell Technologies Program,""
1673,http://dx.doi.org/10.13039/100006135,Office of Geothermal Technologies Program,""
1674,http://dx.doi.org/10.13039/100006131,Office of Public Affairs,""
1675,http://dx.doi.org/10.13039/501100000022,Institute for Work and Health,""
1676,http://dx.doi.org/10.13039/501100000017,Canadian Heritage,""
1677,http://dx.doi.org/10.13039/501100000728,"Trinity College, University of Oxford",""
1678,http://dx.doi.org/10.13039/501100000729,Tropical Biology Association,""
1679,http://dx.doi.org/10.13039/100003022,International Educational Foundation,""
1680,http://dx.doi.org/10.13039/100004743,"Affiliated Computer Services, Inc.",""
1681,http://dx.doi.org/10.13039/100005423,Association of Research Libraries,""
1682,http://dx.doi.org/10.13039/100005422,Arkansas Arts Council,""
1683,http://dx.doi.org/10.13039/100004745,Allied Insurance,""
1684,http://dx.doi.org/10.13039/100005429,American Society of Interior Designers Foundation,""
1685,http://dx.doi.org/10.13039/100005417,Archival Education and Research Institute,""
1686,http://dx.doi.org/10.13039/501100001134,Australia-India Strategic Research Fund,""
1687,http://dx.doi.org/10.13039/100006132,Office of Science,""
1688,http://dx.doi.org/10.13039/100001136,Glenn Family Foundation,""
1689,http://dx.doi.org/10.13039/100001137,The Global Fund for Women,""
1690,http://dx.doi.org/10.13039/100006130,Office of Electricity Delivery and Energy Reliability,""
1691,http://dx.doi.org/10.13039/100001130,Gerber Foundation,""
1692,http://dx.doi.org/10.13039/100001941,American Lung Association in Florida,""
1693,http://dx.doi.org/10.13039/100001942,American Nurses Association,""
1694,http://dx.doi.org/10.13039/100001133,"The Gheens Foundation, Inc.",""
1695,http://dx.doi.org/10.13039/100003039,Jewish Women's Foundation of Metropolitan Detroit,""
1696,http://dx.doi.org/10.13039/100003037,The Jerusalem Fund for Education and Community Development,""
1697,http://dx.doi.org/10.13039/100003035,Tom Coughlin Jay Fund Foundation,""
1698,http://dx.doi.org/10.13039/501100000010,Canadian Association for the Study of the Liver,""
1699,http://dx.doi.org/10.13039/100004744,"American International Group, Inc.",""
1700,http://dx.doi.org/10.13039/100005428,Asian/Pacific American Librarians Association,""
1701,http://dx.doi.org/10.13039/100004746,Amerisure Mutual Insurance Company,""
1702,http://dx.doi.org/10.13039/100005426,Association for Research in Vision and Ophthalmology,""
1703,http://dx.doi.org/10.13039/100001134,Howard Gilman Foundation,""
1704,http://dx.doi.org/10.13039/100001946,American Skin Association,""
1705,http://dx.doi.org/10.13039/100006137,Sustainability Performance Office,""
1706,http://dx.doi.org/10.13039/100001943,American Physical Therapy Association,""
1707,http://dx.doi.org/10.13039/100001949,American Society of Tropical Medicine and Hygiene,""
1708,http://dx.doi.org/10.13039/100001947,American Society for Gastrointestinal Endoscopy,""
1709,http://dx.doi.org/10.13039/100001948,ASHP Research and Education Foundation,""
