id,submitter_id,image_id,identifier,title,description,dataset_size,ftp_site,upload_status,excelfile,excelfile_md5,publication_date,modification_date,publisher_id,token,fairnuse,curator_id,manuscript_id,handing_editor
1933,1645,1697,100632,"Supporting data for ""Metabolic responses of rice source and sink organs during recovery from combined drought and heat stress in the field""","Drought and heat stress effects on rice have been extensively studied, in particular during the sensitive flowering and grain-filling stages. However, in the field these stresses usually occur together because reduced transpirational cooling under drought conditions results in increased plant tissue temperature. In addition, environmental stresses are usually transient and the ability to efficiently recover from stress may be at least as important for overall stress tolerance as the direct stress response itself. Nevertheless, nothing is known about recovery mechanisms after drought and heat stress in rice under field conditions. <br>We have used gas chromatography-mass spectrometry (GC-MS)-based metabolomics to elucidate the metabolic responses of flag leaves, flowering spikelets and developing seeds from three rice cultivars differing in their drought and heat tolerance to rewatering after stress in the field. Within 60 h after rewatering, many stressresponsive metabolites returned to their control levels, although recovery was not complete. In addition, control plants showed developmental differences that were revealed by metabolite profiles during 60 h of post-stress sampling, in particular in developing seeds. Correlation analysis identified several metabolites as marker candidates for the stability of grain yield or quality under conditions of combined drought and heat stress. <br> The rewatering responses of stressed plants seemed to be a combination of the reversal of stress effects and reinitiation of development after stress relief. The identified potential markers can be useful in efforts to breed stress-tolerant rice germplasm to ensure food availability under changing climate conditions.",2097152,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100632/,Published,100632newversion.xls,ffb8d0dedd2bba410f242b32d485ae66,2019-07-31,,3,pwMRnWqEzLGces6V,,989,GIGA-D-19-00175,
1976,1810,1740,100659,"Supporting data for ""Compartment and Hub Definitions Tune Metabolic Networks for Metabolomic Interpretations""","Metabolic networks represent all chemical reactions that occur between molecular metabolites in an organism's cells. They offer biological context in which to integrate, analyze, and interpret ""-omic"" measurements, but their large scale and extensive connectivity present unique challenges. While it is practical to simplify these networks by placing constraints on compartments and hubs, it is unclear how these simplifications alter the structure of metabolic networks and the interpretation of metabolomic experiments. We curated and adapted the latest systemic model of human metabolism and developed customizable tools to define metabolic networks with and without compartmentalization in subcellular organelles and with or without inclusion of prolific metabolite hubs. Compartmentalization made networks larger, less dense, and more modular; whereas hubs made networks larger, more dense, and less modular. When present, these hubs also dominated shortest paths in the network, yet their exclusion exposed the subtler prominence of other metabolites that are typically more relevant to metabolomic experiments. We applied the non-compartmental network without metabolite hubs in a retrospective, exploratory analysis of metabolomic measurements from five studies on human tissues. Network clusters identified individual reactions that might experience differential regulation between experimental conditions, several of which were not apparent in the original publications. Exclusion of specific metabolite hubs exposes modularity in both compartmental and non-compartmental metabolic networks, improving detection of relevant clusters in ""-omic"" measurements. Better computational detection of metabolic network clusters in large data sets has potential to identify differential regulation of
individual genes, transcripts, and proteins.",4194304,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100659/,Published,100659newversion.xls,71bda7a556c11208aa012c2c1cd13dc6,2019-10-24,,3,SshQ4qELfINPCiu8,,989,GIGA-D-18-00489,
1980,1815,1743,100660,"Supporting data for ""A multi-day and multi-band dataset for steady-state visual evoked potential-based brain-computer interface""","A steady-state visual-evoked potential (SSVEP) is a brain response to visual stimuli modulated at certain frequencies; it has been widely used in electroencephalography (EEG)-based brain–computer interface (BCI) research. However, there are few published SSVEP datasets for BCIs. In this study, we obtained a new SSVEP dataset based on measurements from 30 subjects, performed on two days; our dataset complements existing SSVEP datasets: i) multi-band SSVEP datasets are provided, and all three possible frequency bands (low, middle, and high) were used for SSVEP stimulation; ii) multi-day datasets are included; and iii) the EEG datasets include simultaneously obtained physiological measurements, such as respiration, electrocardiography, electromyography, head motion (accelerator), and body temperature.<br>To validate our dataset, we estimated the spectral powers and classification performance for the EEG (SSVEP) datasets, and created an example plot to visualize the physiological time-series data. Strong SSVEP responses were observed at stimulation frequencies, and the mean classification performance of the middle frequency band was significantly higher than the low- and high-frequency bands. Other physiological data also showed reasonable results.<br>Our multi-band, multi-day SSVEP datasets can be used to optimize stimulation frequencies because they enable simultaneous investigation of the characteristics of the SSVEPs evoked in each of the three frequency bands, and solve session-to-session (day-to-day) transfer problems by enabling investigation of the nonstationarity of SSVEPs measured on different days. Additionally, auxiliary physiological data can be used to explore the relationship between SSVEP characteristics and physiological conditions, providing useful information for optimizing experimental paradigms to achieve high performance.",11811160064,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100660/,Published,100660newversion.xls,aa7253d8399043956ab1187b22beb4c3,2019-10-16,,3,IMGQaVHqWmXz8rkl,,989,GIGA-D-19-00116,
1981,1816,1744,100658,"Supporting data for ""Systematic processing of rRNA gene amplicon sequencing data""","With the advent of high throughput sequencing, microbiology is increasingly becoming a data intensive field of science. Because of its low cost, robust databases and established bioinformatic workflows, sequencing of 16S/18S/ITS rRNA gene amplicons, which provides a marker of choice for phylogenetic studies, has become ubiquitous and has grown into the backbone of modern microbial ecology. Many established end-to-end bioinformatic pipelines are available to perform short amplicon sequence data analysis and have proven to be central for advancing the field of microbial ecology. These pipelines have been partly written for a general audience, which is arguably a main reason for their widespread adoption. However, few options exist for more specialized users that are experienced in code scripting, Linux-based systems and high performance computing (HPC) environments. For such an audience, existing pipelines can be limiting to fully leverage modern HPC capabilities and perform tweaking and optimization operations. Moreover, a wealth of stand-alone software packages that perform specific targeted bioinformatic tasks are increasingly accessible through code repositories and scientific publications and finding a way to easily integrate these applications in a pipeline is critical in fast-paced evolution of bioinformatic methodologies. Here we describe AmpliconTagger, a short rRNA marker gene amplicon pipeline coded in a python framework that enables fine tuning and integration of virtually any potential rRNA gene amplicon bioinformatic procedure. It is designed to work within an HPC environment, supporting a complex network of job-dependencies with a smart-restart mechanism in case of job failure or parameter modifications. As proof of concept, we present end results obtained with AmpliconTagger using 16S, 18S, ITS rRNA short gene amplicons and PacBio long read amplicon data types as input. Using a selection of published algorithms for generating Operational Taxonomic Units (OTUs) and Amplicon Sequence Variants (ASVs) and for computing downstream taxonomic summaries and diversity metrics, we demonstrate the performance and versatility of our pipeline for systematic analyses of amplicon sequence data.",47185920,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100658/,Published,100658newversion.xls,f2c82ed03f2693adbd002edd4ac87d18,2019-10-17,,3,1uehO8tdq6oXSQx7,,988,GIGA-D-19-00228,
1984,1821,1748,100665,"Supporting data for ""Accessible and reproducible mass spectrometry imaging data analysis in Galaxy""","Mass spectrometry imaging is increasingly used in biological and translational research as it has the ability to determine the spatial distribution of hundreds of analytes in a sample. Being at the interface of proteomics/metabolomics and imaging, the acquired data sets are large and complex and often analyzed with proprietary software or in-house scripts, which hinder reproducibility. Open source software solutions that enable reproducible data analysis often require programming skills and are therefore not accessible to many MSI researchers. <br>We have integrated 18 dedicated mass spectrometry imaging tools into the Galaxy framework to allow accessible, reproducible, and transparent data analysis. Our tools are based on Cardinal, MALDIquant, and scikit-image and enable all major MSI analysis steps such as quality control, visualization, preprocessing, statistical analysis, and image coregistration. Further, we created hands-on training material for use cases in proteomics and metabolomics. To demonstrate the utility of our tools, we re-analyzed a publicly available N-linked glycan imaging dataset. By providing the entire analysis history online, we highlight how the Galaxy framework fosters transparent and reproducible research.<br> The Galaxy framework has emerged as a powerful analysis platform for the analysis of MSI data with ease of use and access together with high levels of reproducibility and transparency.",377487360,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100665/,Published,100665newversion.xls,e18291d9772dbde59419ae9328bec8c4,2019-10-30,,3,utZkjodW5RnKyGXM,,989,GIGA-D-19-00158,
1991,1833,1755,100672,"Supporting data for ""Genome-wide analysis of the H3K27me3 epigenome and transcriptome in Brassica rapa""","Genome-wide maps of histone modifications have been obtained for several plant species. However, most studies focus on model systems and do not enforce FAIR data management principles. Here we study the H3K27me3 epigenome and associated transcriptome of Brassica rapa, an important vegetable cultivated world-wide. We obtained the genome-wide profile of the epigenetic mark H3K27me3 in B. rapa. We performed chromatin immunoprecipitation followed by high-throughput sequencing (ChIP-seq) from leaves and inflorescences. To correlate histone methylation and messenger RNA (mRNA) levels, we extracted RNA from the same harvested material and 3’-end mRNA high-throughput sequencing (3’RNA-seq) was performed. To facilitate transparency and reproducibility, a bioinformatic pipeline was generated for ChIP-seq and RNA-seq - the Reproducible Epigenomic pipeline. This pipeline has been made publicly available, together with the output data being extensively annotated in conformance with the FAIR data principles to allow transparency and reuse of our datasets and analytical tools. Our work reveals the epigenomic landscape of H3K27me3 in B. rapa and provide novel genomics datasets and bioinformatics analytical resources. We anticipate that this work will lead the way to further epigenomic studies in the complex genome of Brassica crops.",176160768,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100672/,Published,100672newversion.xls,356a2fc6f002bfddfb512dc265318d6c,2019-11-15,,3,FMBfLDx7yaZhRboq,,988,GIGA-D-19-00256,
1996,1841,1760,100676,"Supporting data for ""A draft genome sequence of the elusive giant squid, Architeuthis dux""","The giant squid (Architeuthis dux; Steenstrup, 1857) is an enigmatic giant mollusk with a circumglobal distribution in the deep ocean, except in the high Arctic and Antarctic waters. The elusiveness of the species makes it difficult to study. Thus, having a genome assembled for this deep-sea dwelling species will allow unlocking several pending evolutionary questions. We present a draft genome assembly that includes 200 Gb of Illumina reads, 4 Gb of Moleculo synthetic long-reads and 108 Gb of Chicago libraries, with a final size matching the estimated genome size of 2.7 Gb, and a scaffold N50 of 4.8 Mb. We also present an alternative assembly including 27 Gb raw reads generated using the Pacific Biosciences platform. In addition, we sequenced the proteome of the same individual and RNA from three different tissue types from three other species of squid species (Onychoteuthis banksii, Dosidicus gigas, and Sthenoteuthis oualaniensis) to assist genome annotation. We annotated 33,406 protein coding genes supported by evidence and the genome completeness estimated by BUSCO reached 92%. Repetitive regions cover 49.17% of the genome. This annotated draft genome of A. dux provides a critical resource to investigate the unique traits of this species, including its gigantism and key adaptations to deep-sea environments.",2147483648,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100676/,Published,100676newversion.xls,c1da537fc9cf87a5548fd062247d27c0,2020-01-15,,3,oe5aTjgiOKphPIH9,,988,GIGA-D-19-00236,
1999,1844,1763,100669,"Supporting data for ""De novo assembly of the cattle reference genome with single-molecule sequencing""","Major advances in selection progress for cattle have been made following the introduction of genomic tools over the past 10-12 years. These tools depend upon the <i>Bos taurus</i> reference genome (UMD3.1.1), which was created using now-outdated technologies and suffers from a variety of deficiencies and inaccuracies. We present the new reference genome for cattle, ARS-UCD1.2, based on the same animal as the original to facilitate transfer and interpretation of results obtained from the earlier version, but applying a combination of modern technologies in a <i>de novo</i> assembly to increase continuity, accuracy, and completeness. The assembly includes 2.7 Gb, and is >250x more continuous than the original assembly, with contig N50 >25 Mb and L50 of 32. We also greatly expanded supporting RNA-based data for annotation that identifies 30,396 total genes (21,039 protein coding). The new reference assembly is accessible in annotated form for public use.",39845888,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100669/,Published,100669newversion.xls,02bd92f8bba89b8de6b2d153920c69d5,2019-12-16,,3,pq2ZlK4SJkGPWyEc,,989,GIGA-D-19-00331,
2004,1850,1767,100683,"Supporting data for ""HAMAP as SPARQL rules – A portable annotation pipeline for genomes and proteomes""","Genome and proteome annotation pipelines are generally custom built and therefore not easily reusable by other groups, which leads to duplication of effort, increased costs, and suboptimal results. One cost-effective way to increase the data quality in public databases is to encourage the adoption of annotation standards and technological solutions that enable the sharing of biological knowledge and tools for genome and proteome annotation. We have translated the rules of our HAMAP proteome annotation pipeline to queries in the W3C standard SPARQL 1.1 syntax and applied them with two off-the-shelf SPARQL engines to UniProtKB/Swiss-Prot protein sequences described in RDF format. This approach is applicable to any genome or proteome annotation pipeline and greatly simplifies their reuse. HAMAP SPARQL rules and documentation are freely available for download from the HAMAP FTP site ftp://ftp.expasy.org/databases/hamap/sparql/ under a CC-BY-ND 4.0 license. The annotations generated by the rules are under the CC-BY 4.0 license.<br> This supporting dataset contains the data that demonstrates that our new ""HAMAP as SPARQL rules"" approach yields the same results as our existing custom implementation of the HAMAP proteome annotation pipeline, as described in Figure 6 of the GigaScience publication The file swissprot_go_term_and_keyword_annotations.nq.gz contains an N-Quads representation of the GO term and UniProt keyword annotations generated with our custom HAMAP pipeline and with the new HAMAP SPARQL rules, in separate named graphs for comparison. To reproduce the generation of these annotations with the HAMAP SPARQL rules, one can use the release 2019_10 version of the rules (file hamap_sparql_2019_10_snapshot.tar.gz)
and Swiss-Prot (<a href=""ftp://ftp.uniprot.org/pub/databases/uniprot/previous_releases/release-2019_10/knowledgebase/uniprot_sprot-only2019_10.tar.gz"">ftp://ftp.uniprot.org/pub/databases/uniprot/previous_releases/release-2019_10/knowledgebase/uniprot_sprot-only2019_10.tar.gz</a>).
",1,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100683,Published,,,2020-01-15,,3,pbsUv8OHaifeFRlD,,989,GIGA-D-19-00242,
2005,1190,1768,100681,"Supporting data for ""3D revelation of phenotypic variation, evolutionary allometry, and ancestral states of corolla shape: a case study of clade Corytholoma (subtribe Ligeriinae, family Gesneriaceae)""","Quantification of corolla shape variations helps biologists to investigate the diversity and evolution in plants. This study applied X-ray micro-computed tomography (µCT) to acquire three-dimensional (3D) structures of the corollas of clade Corytholoma. After acquiring volumetric images of the corollas and extracting a set of 415 3D landmarks from each volumetric image, the major 3D shape and 3D form variations of the corollas were identified from the landmarks by using geometric morphometrics (GM). Evolutionary allometry of the corolla shape was assessed. Morphological traits corresponding to the major shape variations were also defined and quantified and were subsequently used to examine their association with pollination type and to evaluate the phylogenetic signals. The landmarks were further used to reconstruct corolla shapes at the ancestral states.<br>GM results revealed that the first four principal components (PCs) in the 3D shape and 3D form analyses, respectively, accounted for 87.86% and 96.34% of the total variance. The centroid sizes of the corollas only accounted for 5.46% of the corolla shape variation, suggesting that the evolutionary allometry was weak. The four morphological traits corresponding to the four shape PCs were defined as tube curvature, lobe area, tube dilation, and lobe recurvation. Tube curvature and tube dilation were strongly associated with the pollination type and contained phylogenetic signals in clade Corytholoma.<br>With the integration of µCT imaging into GM, the proposed approach boosted the precision in quantifying corolla traits and improved the understanding of the morphological traits corresponding to the pollination type, impact of size on shape variation, and evolution of corolla shape in clade Corytholoma.",246960619520,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100681/,Published,100681newversion.xls,c7c968d2901b827c88440d7c878f5272,2019-12-10,,3,YhldQWaey60g1fKM,,38,GIGA-D-19-00247,
2007,1470,1770,100685,"Supporting data for ""A genome alignment of 120 mammals highlights ultraconserved element variability and placenta associated enhancers""","Multiple alignments of mammalian genomes have been the basis of many comparative genomic studies aiming at annotating genes, detecting regions under evolutionary constraint, and studying genome evolution. A key factor that affects the power of comparative analyses is the number of species included in a genome alignment. To utilize the increased number of sequenced genomes and to provide an accessible resource for genomic studies, we generated a mammalian genome alignment comprising 120 species. We used this alignment and the CESAR method to provide protein-coding gene annotations for 119 non-human mammals. Furthermore, we illustrate the utility of this alignment by two exemplary analyses. First, we quantified how variable ultraconserved elements (UCEs) are among placental mammals. Leveraging the high taxonomic coverage in our alignment, we estimate that UCEs contain on average between 4.7% and 15.6% variable alignment columns. Furthermore, we show that the center regions of UCEs are generally most constrained. Second, we identified enhancer sequences that are only conserved in placental mammals. We found that these enhancers are significantly associated with placentarelated genes, suggesting that some of these enhancers may be involved in the evolution of placental mammal-specific aspects of the placenta. The 120-mammal alignment and all other data are available for analysis and visualization in a genome browser at https://genome-public.pks.mpg.de/ and for download at https://bds.mpicbg.de/hillerlab/120MammalAlignment/ .",171798691840,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100685/,Published,100685newversion.xls,8f634e0a777ce454213f8b5cca2cc540,2019-12-10,,3,lKDZHjPF2hSi9Wzn,,989,GIGA-D-19-00313,
2018,1849,1778,100694,"Supporting data for ""Genomic diversity affects the accuracy of bacterial SNP calling pipelines""","Accurately identifying SNPs from bacterial sequencing data is an essential requirement for using genomics to track transmission and predict important phenotypes such as antimicrobial resistance. However, most previous performance evaluations of SNP calling have been restricted to eukaryotic (human) data. Additionally, bacterial SNP calling requires choosing an appropriate reference genome to align reads to, which, together with the bioinformatic pipeline, affects the accuracy and completeness of a set of SNP calls obtained.<br>This study evaluates the performance of 209 SNP calling pipelines using a combination of simulated data from 254 strains of 10 clinically common bacteria and real data from environmentally-sourced and genomically diverse isolates within the genera Citrobacter, Enterobacter, Escherichia and Klebsiella. <br>We evaluated the performance of 209 SNP calling pipelines, aligning reads to genomes of the same or a divergent strain. Irrespective of pipeline, a principal determinant of reliable SNP calling was reference genome selection. Across multiple taxa, there was a strong inverse relationship between pipeline sensitivity and precision, and the Mash distance (a proxy for average nucleotide divergence) between reads and reference genome. The effect was especially pronounced for diverse, recombinogenic, bacteria such as Escherichia coli, but less dominant for clonal species such as Mycobacterium tuberculosis. <br>The accuracy of SNP calling for a given species is compromised by increasing intra-species diversity. When reads were aligned to the same genome from which they were sequenced, among the highest performing pipelines was Novoalign/GATK. By contrast, when reads were aligned to particularly divergent genomes, the highest-performing pipelines often employed the aligners NextGenMap or SMALT, and/or the variant callers LoFreq, mpileup or Strelka.",1073741824,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100694/,Published,100694newversion.xls,5a009b3391fd61c7cd402fb96776d8ca,2020-01-13,,3,RVzbwPuMAT43UtpC,,38,GIGA-D-19-00189,
2021,1470,1781,100697,"Supporting data for ""A highly contiguous genome assembly of the bat hawkmoth (Lepidoptera Sphingidae)""","Adapted to different ecological niches, moth species belonging to the Hyles genus exhibit a spectacular diversity of larval color patterns. These species diverged about 7.5 Mya, making this rather young genus an interesting system to study a wide range of questions including the process of speciation, ecological adaptation and adaptive radiation. Here we present a high-quality genome assembly of the bat hawkmoth Hyles vespertilio, the first reference genome of a member of the Hyles genus. We generated 51X PacBio long reads with an average read length of 8.9 kb. PacBio reads longer than 4 kb were assembled into contigs, resulting in a 651.4 Mb assembly consisting of 530 contigs with an N50 value of 7.5 Mb. The circular mitochondrial contig has a length of 15,303 bases. The H. vespertilio genome is very repeat-rich and exhibits a higher repeat content (50.3%) than other Bombycoidea species such as Bombyx mori (45.7%) and Manduca sexta (27.5%). We developed a comprehensive gene annotation workflow to obtain consensus gene models from different evidences including gene projections, protein homology, transcriptome data, and ab initio predictions. The resulting gene annotation is highly complete with 94.5% of BUSCO genes being completely present, which is higher than the BUSCO completeness of the B. mori (92.2%) and M. sexta (90%) annotation. Our gene annotation strategy has general applicability to other genomes and the H. vespertilio genome provides a valuable molecular resource to study a range of questions in this genus, including phylogeny, incomplete lineage sorting, speciation and hybridization. A genome browser displaying the genome, alignments and annotations is available at https://genome-public.pks.mpg.de/cgi-bin/hgTracks?db=HLhylVes1.",18253611008,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100697/,Published,100697newversion.xls,70b760f1c881a72de5d992dc410cfb16,2020-01-22,,3,fqybGdThVWS63Hau,,38,GIGA-D-19-00361,
2024,1874,1784,100696,"Supporting data for ""Substantial GC-bias impacts genomic and metagenomic reconstructions, significantly underrepresenting GC-poor organisms""","Metagenomic sequencing is a well-established tool in the modern biosciences. While it promises unparalleled insights into the genetic content of the biological samples studied, conclusions drawn are at risk from biases inherent to the DNA sequencing methods, including inaccurate abundance estimates as a function of genomic GC contents. We explored such GC-biases across many commonly used platforms in experiments sequencing multiple genomes (with mean GC contents ranging from 28.9% to 62.4%) and metagenomes. GC-bias profiles varied among different library preparation protocols and sequencing platforms. We found that our workflows employing MiSeq and NextSeq suffered major GC-biases, with problems becoming increasingly severe outside the 45-65% GC range, leading to a falsely low coverage in GC-rich and especially GC-poor sequences, where genomic windows with 30% GC content had over 10-fold less coverage than windows close to 50% GC content. We also showed that GC content correlates very tightly with coverage biases. The PacBio and HiSeq platforms also evidenced similar profiles of GC-biases to each other which were distinct from those seen in the MiSeq and NextSeq workflows. The Oxford Nanopore workflow was not afflicted with GC-bias. These findings indicate potential sources of difficulty, arising from GC-biases, in genome sequencing which could be pre-emptively addressed with methodological optimisations provided that the GC-biases inherent to the relevant workflow are understood. Furthermore, it is recommended that a more critical approach is taken in quantitative abundance estimates in metagenomic studies. In the future, metagenomic studies should take steps to account for the effects of GC-bias before drawing conclusions, or they should employ a demonstrably unbiased workflow.",19922944,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100696/,Published,100696newversion.xls,135147e844bb6d9ea74ae7a64db69aca,2020-01-14,,3,ZPX9YptOJKwR6D7i,,988,GIGA-D-19-00255,
2027,1878,1787,100700,"Supporting data for ""Artificial intelligence deciphers codes for color and odor perceptions based on large-scale chemoinformatic data""","Color vision is the ability to detect, distinguish, and analyze the wavelength distributions of light independent of the total intensity. It mediates the interaction between an organism and its environment from multiple important aspects. However, the physicochemical basis of color coding has not been explored completely, and how color perception is integrated with other sensory input, typically odor, is unclear.<br>Here, we developed an artificial intelligence platform to train algorithms for distinguishing color and odor based on the large-scale physicochemical features of 1267 and 598 structurally diverse molecules, respectively. The predictive accuracies achieved using the random forest and deep belief network for the prediction of color were 100.0% ± 0.0% and 95.23% ± 0.40% (mean ± SD), respectively. The predictive accuracies achieved using the random forest and deep belief network for the prediction of odor were 93.40% ± 0.31% and 94.75% ± 0.44% (mean ± SD), respectively. Twenty-four physicochemical features were sufficient for the accurate prediction of color, while thirty-nine physicochemical features were sufficient for the accurate prediction of odor. A positive correlation between the color coding and odor coding properties of the molecules was predicted. A group of descriptors was found to interlink prominently in color and odor perceptions. <br>Our random forest model and DBN accurately predicted the colors and odors of structurally diverse molecules. These findings extend our understanding of the molecular and structural basis of color vision and reveal the interrelationship between color and odor perceptions in nature.",29360128,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100700/,Published,100700newversion.xls,466657c98d92fdf971febb8f0db2cd08,2020-01-21,,3,VHPsTylK7FABovaQ,,989,GIGA-D-19-00112,
2028,1881,1788,100698,"Supporting data for ""Interpretable and accurate prediction models for metagenomics data""","Microbiome biomarker discovery for patient diagnosis, prognosis and risk evaluation is attracting broad interest. Selected groups of microbial features provide signatures that characterize host disease states such as cancer or cardio-metabolic diseases. Yet, the current predictive models stemming from machine learning still behave as black boxes and seldom generalize well. Their interpretation is challenging for physicians and biologists, which makes them difficult to trust and use routinely in the physician–patient decision-making process. Novel methods that provide interpretability and biological insight are needed. Here, we introduce “predomics”, an original machine learning approach inspired by microbial ecosystem interactions that is tailored for metagenomics data. It discovers accurate predictive signatures and provides unprecedented interpretability. The decision provided by the predictive model is based on a simple, yet powerful score computed by adding, subtracting or dividing cumulative abundance of microbiome measurements. <br>Tested on more than 100 datasets, we demonstrate that predomics models are simple and highly interpretable. Even with such simplicity, they are at least as accurate as state-of-the-art methods. The family of best models, discovered during the learning process, offers the ability to distil biological information and to decipher the predictability signatures of the studied condition. In a proof-of-concept experiment, we successfully predicted body corpulence and metabolic improvement after bariatric surgery using pre-surgery microbiome data. <br>Predomics is a new algorithm that helps in providing reliable and trustworthy diagnostic decisions in the microbiome field. Predomics agrees with societal and legal requirements that plead for an explainable Artificial Intelligence approach in the medical field.",16777216,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100698/,Published,100698newversion.xls,70230cfd95486a55a3a3d1f1efb94b89,2020-01-27,,3,QltZWC61agnUE5Xe,,989,GIGA-D-19-00177,
2029,1870,1789,100699,"Supporting data for ""Learning improves decoding of odor identity with phase-referenced oscillations in the olfactory bulb""","Local field potential oscillations reflect temporally coordinated neuronal ensembles coupling distant brain regions, gating processing windows, and providing a reference for spike timing-based codes. In phase amplitude coupling (PAC), the amplitude of the envelope of a faster oscillation is larger within a phase window of a slower carrier wave.<br> Here, we characterized PAC, and the related theta phase-referenced high gamma and beta power (PRP), in the olfactory bulb of mice learning to discriminate odorants. PAC changes throughout learning, and odorant-elicited changes in PRP increase for rewarded and decrease for unrewarded odorants. Contextual odorant identity (is the odorant rewarded?) can be decoded from peak PRP in animals proficient in odorant discrimination, but not in naïve mice. As the animal learns to discriminate the odorants the dimensionality of PRP decreases. Therefore, modulation of phase-referenced chunking of information in the course of learning plays a role in early sensory processing in olfaction.",190052302848,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100699/,Published,100699newversion.xls,93f656cf3bab4357280a0d21fddeac68,2020-01-28,,3,hnWKgQEYOz5tqdj1,,38,08-10-2019-RA-eLife-52583,
2031,1883,1791,100703,"Supporting data for ""An image dataset related to automated macrophage detection in immunostained lymphoma tissue samples""","We present an image dataset related to automated segmentation and counting of macrophages in diffuse large B-cell lymphoma {(DLBCL)} tissue sections. For the classification of DLBCL subtypes as well as for as for providing a prognosis of the clinical outcome, the analysis of the tumor microenvironment and, particularly, of the different types and functions of tumor-associated macrophages, is indispensable. Until now, however, most information about macrophages is obtained either in a completely indirect way by gene expression profiling or by manual counts in immunohistochemically (IHC) fluorescence stained tissue samples while automated recognition of single IHC stained macrophages remains a difficult task. In an accompanying publication, a reliable approach to this problem has been established, and a large set of related images has been generated and analyzed. 
Provided image data comprise a) fluorescence microscopy images of 44 multiple immunohistostained DLBCL tumor subregions, captured at four channels corresponding to CD14, CD163, Pax5 and DAPI; b) ""cartoon-like"" TV-filtered versions of these images, generated by Rudin-Osher-Fatemi (ROF) denoising; c) an automatically generated mask of the evaluation subregion, based on information from the DAPI channel, and d) automatically generated segmentation masks for macrophages, B-cells and all cell nuclei, using information from CD14, CD163, Pax5 and DAPI channels, respectively. 
Thus, a large set of IHC stained DLBCL specimens is provided together with segmentation masks for different cell populations generated by a reference method for automated image analysis, featuring considerable reuse potential.",19327352832,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100703/,Published,100703newversion.xls,23a2ce3405163b7945a54f7f485cc1f1,2020-01-31,,3,xy4GWeJYAhfri6ds,,988,GIGA-D-19-00311,
2032,1803,1792,100704,"Supporting data for ""DeepPod: A Convolutional Neural Network Based Quantification of Fruit Number in Arabidopsis""","High-throughput phenotyping based on non-destructive imaging has great potential in plant biology and breeding programs. However, efficient feature extraction and quantification from image data remains a bottleneck that needs to be addressed. Advances in sensor technology have led to the increasing use of imaging to monitor and measure a range of plants including the model Arabidopsis thaliana. These extensive datasets contain diverse trait information but feature extraction is often still implemented using approaches requiring substantial manual input. The computational detection and segmentation of individual fruits from images is a challenging task, for which we have developed DeepPod, a patch based two-phase deep learning framework. The associated manual annotation task is simple and cost effective without the need for detailed segmentation or bounding boxes. Convolutional neural networks (CNNs) are used for classifying different parts of the plant inflorescence, including the tip, base and body of the siliques and the stem inflorescence. In a post processing step, different parts of the same silique are joined together for silique detection and localisation, whilst taking into account possible overlapping among the siliques. The proposed framework is further validated on a separate test dataset of 2,408 images. Comparisons of the CNN based prediction with manual counting (R2 = 0.90) showed the desired capability of methods for estimating silique number.",1073741824,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100704/,Published,100704newversion.xls,4cd894b0115cd35e1f87e210db9859af,2020-01-28,,3,w8VZgB0EXRPpHfeM,,988,GIGA-D-19-00251,
